City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Severnoye,RU,56.3491,78.3619,-11.9,98,17,3.24,few clouds
466,Sztum,PL,53.9208,19.0307,34.34,82,100,4.59,overcast clouds
467,Erenhot,CN,43.6475,111.9767,2.52,69,44,10.04,scattered clouds
468,Agadez,NE,19.75,10.25,62.53,33,3,5.23,clear sky
469,Tshikapa,CD,-6.4167,20.8,68.85,94,100,2.01,overcast clouds
470,Viamao,BR,-30.0811,-51.0233,77.68,78,40,20.71,scattered clouds
471,College,US,64.8569,-147.8028,3.2,78,100,0.0,overcast clouds
472,Rodrigues Alves,BR,-7.738,-72.6509,96.69,32,99,3.11,overcast clouds
473,Sa Kaeo,TH,13.75,102.3333,74.5,92,33,2.95,scattered clouds
474,Nema,RU,57.5067,50.5011,13.8,96,98,4.74,light snow
475,Sungairaya,ID,0.7,108.9,76.95,91,100,3.06,overcast clouds
476,Jacareacanga,BR,-6.2222,-57.7528,85.78,64,100,2.17,overcast clouds
477,Metro,ID,-5.1131,105.3067,74.39,86,100,5.44,overcast clouds
478,Seddon,AU,-37.8068,144.8916,60.71,84,75,9.22,broken clouds
479,Krasnyy Chikoy,RU,50.3643,108.7512,0.61,84,100,11.63,overcast clouds
480,Renfrew,GB,55.872,-4.3925,44.15,89,100,4.61,overcast clouds
481,Catamarca,AR,-28.4696,-65.7852,81.07,57,42,4.0,scattered clouds
482,Lander,US,42.833,-108.7307,39.79,73,0,5.75,clear sky
483,Port-Cartier,CA,50.0334,-66.8654,28.08,71,100,16.26,overcast clouds
484,Mayskiy,RU,47.6931,40.1025,26.01,34,16,18.84,few clouds
485,Grand Gaube,MU,-20.0064,57.6608,74.37,75,50,5.01,scattered clouds
486,Bethel,US,41.3712,-73.414,57.56,84,100,5.99,moderate rain
487,Zykovo,RU,55.9519,93.1461,2.14,96,20,3.0,few clouds
488,Huilong,CN,31.8111,121.655,38.7,81,100,14.38,overcast clouds
489,Vila,PT,42.0304,-8.1588,45.48,92,99,3.65,overcast clouds
490,Brae,GB,60.3964,-1.353,48.24,83,99,21.54,overcast clouds
491,Axim,GH,4.8699,-2.2405,79.05,81,94,5.23,overcast clouds
492,Rafai,CF,4.95,23.9167,69.73,97,100,3.33,overcast clouds
493,Sorland,NO,67.667,12.6934,40.86,77,100,13.38,overcast clouds
494,Maltahohe,NA,-24.8333,16.9833,74.5,41,60,8.08,broken clouds
495,Normandin,CA,48.8333,-72.5321,28.71,93,100,17.27,snow
496,Shiloh,US,38.5614,-89.8973,39.87,36,0,10.36,clear sky
497,Maiduguri,NG,11.8464,13.1603,69.46,34,59,8.48,broken clouds
498,Sibolga,ID,1.7427,98.7792,75.13,93,100,2.28,overcast clouds
499,Intipuca,SV,13.1969,-88.0544,85.95,68,96,2.98,overcast clouds
500,Obo,CF,5.3998,26.4869,71.55,87,100,3.56,overcast clouds
501,Punta Alta,AR,-38.8759,-62.0736,68.54,57,92,22.03,overcast clouds
502,Iranduba,BR,-3.2847,-60.1861,91.72,59,91,2.35,overcast clouds
503,Hami,CN,42.8,93.45,10.99,22,83,1.54,broken clouds
504,Chengzihe,CN,45.3333,131.0667,1.22,68,100,16.4,overcast clouds
505,Medea,DZ,36.2642,2.7539,45.09,74,100,3.98,overcast clouds
506,Urumqi,CN,43.801,87.6005,-3.05,71,0,2.24,clear sky
507,Batagay-Alyta,RU,67.8006,130.4114,-13.23,97,100,6.33,light snow
508,Muroto,JP,33.2833,134.15,53.17,69,77,5.91,broken clouds
509,Gaurela,IN,22.75,81.9,55.72,64,6,4.05,clear sky
510,Catia La Mar,VE,10.6038,-67.0303,82.99,81,40,3.44,scattered clouds
511,Isla Mujeres,MX,21.2311,-86.731,84.25,70,35,9.75,scattered clouds
512,Klaksvik,FO,62.2266,-6.589,49.12,94,100,32.23,light rain
513,Tigil,RU,57.8,158.6667,24.3,97,100,3.85,light snow
514,Myitkyina,MM,25.3833,97.4,63.64,66,50,2.59,scattered clouds
515,Kuching,MY,1.55,110.3333,78.03,96,20,2.3,few clouds
516,Vorotynets,RU,56.0603,45.8633,3.79,98,69,2.62,broken clouds
517,Grindavik,IS,63.8424,-22.4338,46.35,93,75,27.63,broken clouds
518,Gairo,IT,39.8497,9.5047,40.21,79,8,3.91,clear sky
519,Dukat,RU,62.55,155.55,0.84,98,100,5.26,light snow
520,Russell,US,32.3502,-85.1999,72.68,43,0,12.66,clear sky
521,Sturgeon Bay,US,44.8342,-87.377,25.2,58,100,21.85,overcast clouds
522,Invermere,CA,50.5167,-116.0354,21.36,70,100,3.22,light snow
523,Moron,AR,-34.6534,-58.6198,78.98,63,83,12.35,broken clouds
524,Broken Hill,AU,-31.95,141.4333,62.8,46,4,16.4,clear sky
525,Berbera,SO,10.4396,45.0143,77.43,71,0,5.32,clear sky
526,Iralaya,HN,15.0,-83.2333,80.51,81,10,11.32,light rain
527,Kishorganj,BD,24.4333,90.7667,66.87,60,0,4.32,clear sky
528,Adre,TD,13.4667,22.2,74.53,23,70,10.18,broken clouds
529,San Nicolas,PH,18.1725,120.5953,75.11,88,75,3.44,thunderstorm
530,Marsa Matruh,EG,31.3525,27.2453,63.52,52,0,11.25,clear sky
531,Solnechnyy,RU,50.7214,136.6319,-9.81,96,62,3.13,broken clouds
532,Batsfjord,NO,70.6345,29.7185,29.98,86,75,10.36,broken clouds
533,Dakar,SN,14.6937,-17.4441,77.88,70,23,18.52,few clouds
534,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77.23,94,75,6.91,moderate rain
535,Nacala,MZ,-14.5428,40.6728,71.6,87,23,7.05,few clouds
536,Asosa,ET,10.0667,34.5333,67.35,51,33,3.27,scattered clouds
537,Portland,US,45.5234,-122.6762,48.96,88,75,12.66,broken clouds
538,Smederevska Palanka,RS,44.3655,20.9589,41.22,79,100,10.13,overcast clouds
539,Meulaboh,ID,4.1363,96.1285,75.18,90,100,3.56,overcast clouds
540,Colesberg,ZA,-30.72,25.0972,67.87,63,96,7.92,light rain
541,Huainan,CN,32.6264,116.9969,28.87,48,40,5.19,scattered clouds
542,Ulaangom,MN,49.9811,92.0667,-11.99,95,100,1.86,overcast clouds
543,Talcahuano,CL,-36.7167,-73.1167,67.68,49,20,17.27,few clouds
544,Buriti Bravo,BR,-5.8372,-43.8336,75.29,86,89,3.91,overcast clouds
545,Rehnan,IR,32.6846,51.6013,36.91,46,33,2.24,scattered clouds
546,Leh,IN,34.1667,77.5833,20.03,56,92,0.92,overcast clouds
547,Ihosy,MG,-22.4,46.1167,68.58,72,80,2.33,broken clouds
548,Kyren,RU,51.6828,102.1408,-7.91,85,16,1.97,few clouds
549,Saint-Augustin,CA,51.226,-58.6502,8.42,92,99,3.69,overcast clouds
550,Belousovka,KZ,50.1339,82.5239,-22.95,76,75,2.24,fog
551,Pilar,BR,-9.5972,-35.9567,76.93,88,100,5.97,overcast clouds
552,Olafsvik,IS,64.8945,-23.7142,44.96,82,82,22.03,light rain
553,Wanaka,NZ,-44.7,169.15,55.11,66,24,3.0,few clouds
554,Suda,RU,59.1525,37.5582,11.41,97,95,2.73,overcast clouds
555,Trairi,BR,-3.2778,-39.2689,80.04,70,88,11.7,moderate rain
556,Sainthia,IN,23.95,87.6667,65.91,58,0,6.87,clear sky
557,Lincoln,US,40.8,-96.667,33.3,44,0,5.01,clear sky
558,Kaseda,JP,31.4167,130.3167,50.38,66,95,18.66,overcast clouds
559,Kropotkin,RU,45.4375,40.5756,36.18,71,11,23.13,few clouds
560,Karaton,ID,-6.3424,106.1045,72.55,91,100,5.14,overcast clouds
561,Lityn,UA,49.3251,28.0809,21.24,92,79,4.76,broken clouds
562,Pedernales,DO,18.0384,-71.744,81.36,69,17,4.81,few clouds
563,Chiredzi,ZW,-21.05,31.6667,66.42,58,0,2.57,clear sky
564,Chiknayakanhalli,IN,13.4172,76.6228,63.34,71,5,4.92,clear sky
565,Mizan Teferi,ET,6.9833,35.5833,62.08,78,51,2.75,broken clouds
566,Iquitos,PE,-3.7481,-73.2472,91.44,58,40,6.91,scattered clouds
567,Sembe,CG,1.6481,14.5806,70.02,99,100,0.94,overcast clouds
568,Turayf,SA,31.6725,38.6637,52.05,87,0,3.44,clear sky
569,Samarai,PG,-10.6167,150.6667,82.38,77,100,7.81,overcast clouds
570,Goderich,CA,43.7501,-81.7165,33.91,63,100,30.87,overcast clouds
571,Semporna,MY,4.4818,118.6112,78.49,84,100,2.46,overcast clouds
572,Bassano,CA,50.7834,-112.4685,6.64,90,100,7.11,snow
573,Talcher,IN,20.95,85.2167,66.45,80,0,1.43,clear sky
574,Bismarck,US,46.8083,-100.7837,15.64,67,0,4.61,clear sky
575,Kargasok,RU,59.0556,80.8572,-22.83,100,18,2.39,few clouds
576,Hokitika,NZ,-42.7167,170.9667,55.26,84,100,10.58,overcast clouds
577,Bandarbeyla,SO,9.4942,50.8122,77.99,83,7,15.95,light rain
578,Itaituba,BR,-4.2761,-55.9836,84.31,67,96,1.07,overcast clouds
579,Shimoda,JP,34.6667,138.95,53.1,87,100,11.88,overcast clouds
580,Atar,MR,20.5169,-13.0499,73.09,16,8,6.73,clear sky
581,Mabaruma,GY,8.2,-59.7833,77.25,79,50,4.23,scattered clouds
582,Ucluelet,CA,48.9329,-125.5528,37.09,80,24,3.15,few clouds
583,Calvinia,ZA,-31.4707,19.776,69.75,40,3,3.78,clear sky
584,Aitape,PG,-3.1374,142.3475,77.88,87,100,4.65,overcast clouds
585,Colwyn Bay,GB,53.2948,-3.7267,48.06,42,48,7.0,scattered clouds
586,Mvuma,ZW,-19.2792,30.5283,58.82,69,0,7.52,clear sky
587,Jingcheng,CN,32.0142,120.2625,34.03,59,100,9.44,overcast clouds
588,Benjamin Aceval,PY,-24.9667,-57.5667,87.94,51,48,4.72,scattered clouds
589,Wajima,JP,37.4,136.9,41.65,78,100,7.92,light rain
590,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,73,75,9.22,broken clouds
591,Lashio,MM,22.9333,97.75,59.47,95,2,1.34,clear sky
592,Alghero,IT,40.5589,8.3181,46.49,100,0,1.14,clear sky
593,Goma,CD,-1.6792,29.2228,62.74,91,100,3.11,light rain
594,Leningradskiy,RU,69.3833,178.4167,3.45,95,94,3.6,overcast clouds
595,Pozo Colorado,PY,-23.4923,-58.7972,99.16,20,31,7.65,scattered clouds
596,Shingu,JP,33.7333,135.9833,44.96,75,94,6.89,overcast clouds
597,Te Anau,NZ,-45.4167,167.7167,46.8,89,91,1.9,overcast clouds
598,Viedma,AR,-40.8135,-62.9967,65.82,37,66,16.02,broken clouds
599,Nokaneng,BW,-19.6667,22.2667,80.55,25,0,12.21,clear sky
600,Olga,RU,43.7444,135.2892,6.44,61,34,9.55,scattered clouds
601,Aykhal,RU,66.0,111.5,-30.98,99,98,10.58,overcast clouds
602,Greenwood,US,34.1668,-82.1165,66.79,76,0,8.05,clear sky
603,Skelleftea,SE,64.7507,20.9528,30.56,100,75,4.61,broken clouds
604,Altamira,BR,-3.2033,-52.2064,86.09,70,20,2.3,few clouds
605,Plouzane,FR,48.3833,-4.6167,41.05,93,0,4.61,clear sky
606,Cape Coast,GH,5.1053,-1.2466,79.7,83,100,6.8,overcast clouds
607,Berlevag,NO,70.8578,29.0864,33.8,86,0,6.91,clear sky
608,Cascavel,BR,-24.9558,-53.4553,75.99,68,51,2.46,light rain
609,Marzuq,YE,14.4,46.4667,62.42,73,0,2.91,clear sky
610,Rybnaya Sloboda,RU,55.4613,50.1409,3.02,98,91,4.21,overcast clouds
611,Poopo,BO,-18.3667,-66.9667,58.37,7,0,13.22,clear sky
612,Kaduqli,SD,11.0167,29.7167,79.52,28,99,5.97,overcast clouds
613,Ous,RU,60.9058,61.5186,7.21,96,100,3.69,light snow
614,Senanga,ZM,-16.1167,23.2667,72.12,60,1,5.59,clear sky
615,Port Moresby,PG,-9.4431,147.1797,76.42,94,40,4.61,scattered clouds
616,Pizarro,CO,4.9533,-77.366,79.34,79,80,7.65,light rain
617,Pathein,MM,16.7833,94.7333,76.15,91,82,5.26,broken clouds
618,Kurilsk,RU,45.2333,147.8833,28.53,66,98,30.8,light snow
619,Tuban,ID,-6.8976,112.0649,76.42,85,99,8.86,overcast clouds
620,Vestmannaeyjar,IS,63.4427,-20.2734,47.07,82,92,22.12,overcast clouds
621,Belyy Yar,RU,53.6039,91.3903,-18.15,80,20,0.0,few clouds
622,Guymon,US,36.6828,-101.4816,42.8,36,0,17.27,clear sky
623,Orlik,RU,52.5178,99.825,-23.31,94,14,2.57,few clouds
624,Skrunda,LV,56.6833,22.0167,30.45,95,100,3.76,overcast clouds
625,Dublin,US,37.7021,-121.9358,60.49,50,0,8.05,clear sky
626,Pacocha,PE,-17.5833,-71.3333,71.74,64,0,10.36,clear sky
627,Richards Bay,ZA,-28.783,32.0377,67.19,88,10,7.23,clear sky
628,Boende,CD,-0.2167,20.8667,67.35,99,100,0.81,overcast clouds
629,Bodmin,GB,50.4715,-4.7243,46.44,87,0,9.22,clear sky
630,Itambacuri,BR,-18.0311,-41.685,75.38,87,85,1.83,overcast clouds
631,Ayan,RU,56.45,138.1667,-7.01,86,100,26.24,overcast clouds
632,Itarema,BR,-2.9248,-39.9167,80.04,71,90,14.65,overcast clouds
633,Rudnichnyy,RU,59.617,52.4703,17.35,97,100,3.6,overcast clouds
634,Rapid Valley,US,44.0625,-103.1463,33.42,41,0,21.85,clear sky
635,Baykit,RU,61.67,96.37,1.69,96,100,5.95,light snow
636,Oussouye,SN,12.485,-16.5469,76.26,47,15,5.88,few clouds
637,Mpika,ZM,-11.8343,31.4529,61.05,96,49,5.5,light rain
638,Vicosa,BR,-20.7539,-42.8819,71.24,89,51,5.26,light rain
639,Araceli,PH,10.5529,119.9913,82.71,78,95,19.53,overcast clouds
640,Yongzhou,CN,26.4559,111.5988,32.2,84,100,8.37,overcast clouds
641,Borogontsy,RU,62.6683,131.1683,-27.83,97,100,3.58,overcast clouds
642,Garowe,SO,8.4054,48.4845,72.32,72,5,10.69,clear sky
643,Ulladulla,AU,-35.35,150.4667,61.12,73,50,1.97,scattered clouds
644,Ndele,CF,8.4109,20.6473,78.71,29,100,2.24,overcast clouds
645,Key Largo,US,25.0865,-80.4473,81.0,81,70,7.43,broken clouds
646,Tadine,NC,-21.55,167.8833,81.41,75,66,6.49,broken clouds
647,Bacolod,PH,10.6667,122.95,77.83,84,98,11.01,overcast clouds
648,Hailar,CN,49.2,119.7,-20.4,90,26,8.37,scattered clouds
649,Springbok,ZA,-29.6643,17.8865,64.22,51,7,4.41,clear sky
650,Price,US,39.5994,-110.8107,36.12,23,0,3.44,clear sky
651,Eyl,SO,7.9803,49.8164,77.54,79,8,13.2,clear sky
652,Vanavara,RU,60.34,102.2797,-1.75,97,100,5.57,overcast clouds
653,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.14,91,96,3.56,overcast clouds
654,Estancia,BR,-11.2683,-37.4383,73.49,94,98,7.23,moderate rain
655,Uinskoye,RU,56.8817,56.5813,7.72,97,96,1.3,overcast clouds
656,Matamoros,MX,25.5333,-103.25,77.11,22,40,6.91,scattered clouds
657,Havoysund,NO,70.9963,24.6622,35.83,82,80,7.31,broken clouds
658,Thunder Bay,CA,48.4001,-89.3168,23.04,74,100,22.62,overcast clouds
659,Nuevo Progreso,MX,23.1667,-97.95,79.47,70,47,5.99,scattered clouds
660,Mocuba,MZ,-16.8392,36.9856,66.88,97,89,2.51,overcast clouds
661,Nabire,ID,-3.3667,135.4833,73.99,95,100,4.61,overcast clouds
662,Narayanavanam,IN,13.4167,79.5833,72.32,92,56,3.11,broken clouds
663,San Policarpo,PH,12.1791,125.5072,81.68,82,92,16.02,overcast clouds
664,Cravo Norte,CO,6.3017,-70.2041,83.61,66,37,10.47,scattered clouds
665,Briancon,FR,44.9,6.65,34.63,91,80,3.02,broken clouds
666,Cabedelo,BR,-6.9811,-34.8339,81.27,69,97,11.03,overcast clouds
667,Chivolo,CO,10.025,-74.6228,83.8,70,67,2.95,light rain
668,Tres Arroyos,AR,-38.3739,-60.2798,65.3,47,100,17.69,overcast clouds
669,Birin,NP,26.8865,88.0718,49.68,72,91,4.56,overcast clouds
670,Nybro,SE,56.7446,15.9071,37.04,86,100,3.96,overcast clouds
671,Terney,RU,45.0503,136.6092,4.35,70,52,12.06,broken clouds
672,Calabozo,VE,8.9242,-67.4293,80.28,66,79,5.93,broken clouds
673,Port Macquarie,AU,-31.4333,152.9167,60.89,64,100,3.85,overcast clouds
674,Eenhana,NA,-17.4667,16.3333,80.04,34,75,6.13,broken clouds
675,Ndjole,GA,-0.1783,10.7649,76.17,91,78,3.27,light rain
676,Damara,CF,4.9608,18.7035,72.59,89,93,4.83,overcast clouds
677,Mpongwe,ZM,-13.5091,28.155,65.01,91,92,5.57,overcast clouds
678,Mackay,AU,-21.15,149.2,69.67,86,100,10.0,overcast clouds
679,Areosa,PT,41.7178,-8.8571,53.04,85,100,5.5,overcast clouds
680,Vao,NC,-22.6667,167.4833,77.68,84,88,6.73,overcast clouds
681,Bereznik,RU,62.8551,42.7072,9.54,97,75,1.61,broken clouds
682,Naantali,FI,60.4674,22.0243,35.85,93,75,3.44,broken clouds
683,Rancho Palos Verdes,US,33.7445,-118.387,65.41,72,75,11.5,broken clouds
684,Sisimiut,GL,66.9395,-53.6735,17.08,85,100,27.65,overcast clouds
685,Pandan,PH,14.0453,124.1694,80.19,86,99,15.93,overcast clouds
686,Nkoteng,CM,4.5167,12.0333,73.18,76,49,0.76,scattered clouds
687,Whitehorse,CA,60.7161,-135.0538,-12.23,77,40,10.36,scattered clouds
688,Nan,TH,18.8333,100.6667,69.58,98,100,1.25,overcast clouds
689,Carutapera,BR,-1.195,-46.02,79.32,75,99,6.6,light rain
690,Sokolo,ML,14.7328,-6.1219,84.42,13,100,7.07,overcast clouds
691,Toamasina,MG,-18.1667,49.3833,73.69,85,20,4.18,few clouds
692,Samfya,ZM,-11.3649,29.5565,66.29,89,67,6.35,light rain
693,Luau,AO,-10.7073,22.2247,62.96,97,85,2.21,moderate rain
694,Fengrun,CN,39.8333,118.1167,15.84,25,0,2.3,clear sky
695,Bahadurgarh,IN,28.6833,76.9167,57.31,34,0,4.07,clear sky
696,Cantagallo,CO,7.376,-73.9196,83.25,75,94,2.06,overcast clouds
697,San Cristobal,VE,7.7669,-72.225,71.78,73,49,5.55,scattered clouds
698,Muisne,EC,0.6,-80.0333,77.41,76,66,11.12,broken clouds
699,Soe,ID,-9.8607,124.284,66.18,90,100,2.53,overcast clouds
700,Durres,AL,41.3231,19.4414,48.38,68,100,8.59,overcast clouds
